IDventa,Numero de Ticket,Nombre cliente,IDVendedor
3361,4360,Abigaíl Porcel Abella,5
3362,4361,Noelia Elvira Rojas Goicoechea,1
3363,4362,Marisela Navarro Acuña,1
3364,4363,Inocencio Reig Herrera,5
3365,4364,Marco Sanabria Bosch,5
3366,4365,Candelario Ballesteros Estrada,4
3367,4366,Severino del Sebastián,2
3368,4367,Trini Otero-Gallego,6
3369,4368,Casemiro Doménech Nogués,4
3370,4369,Ángel Larrañaga Busquets,10
3371,4370,Manuela Arana,6
3372,4371,Tere Ferrero Puga,9
3373,4372,Edgardo Norberto Torres Polo,5
3374,4373,Felicidad Tudela Crespi,1
3375,4374,Eloísa Falcó-Arévalo,1
3376,4375,Desiderio Valbuena,6
3377,4376,Loida Rosalva Cáceres Ojeda,4
3378,4377,Candelas Nicolás-Casanova,7
3379,4378,Candela Patricia Ortuño Fernández,3
3380,4379,Ciríaco Hervás Montaña,4
3381,4380,Belén del Francisco,9
3382,4381,Flavia Murillo,3
3383,4382,Rolando del Seco,2
3384,4383,Cándida Amo Andres,1
3385,4384,Candelario Frías Roig,6
3386,4385,Paulina Tamarit,10
3387,4386,Moreno Gutierrez Piña,3
3388,4387,Norberto Francisco Jose Solé Gascón,1
3389,4388,Gala del Coronado,5
3390,4389,Celso Casal Barberá,3
3391,4390,Elba Sierra Cerdá,2
3392,4391,Pablo Boix-Maza,10
3393,4392,Rosalina Martín Carbajo,7
3394,4393,Emperatriz Adela Guillen Pacheco,5
3395,4394,Rita Verdú Molins,4
3396,4395,Lucía Pont Barón,6
3397,4396,Nieves Merino,3
3398,4397,Leonardo Jurado-Martín,2
3399,4398,Marcela Ribes Hervás,3
3400,4399,Guillermo Tadeo Segura Gutierrez,10
3401,4400,Renata Alberola-Ruano,10
3402,4401,Bienvenida Arcelia Company Carbó,3
3403,4402,Roberto Grande Gimenez,3
3404,4403,Cristian Asdrubal Pons Marí,8
3405,4404,Azahar Pera Ibañez,3
3406,4405,Félix Álvarez Chamorro,8
3407,4406,Natanael Puig,3
3408,4407,Fernando Camacho,1
3409,4408,Belén Pujol Barral,8
3410,4409,Carmen Canals Cáceres,9
3411,4410,Antonia Losa Ballester,8
3412,4411,Clotilde Valdés Capdevila,8
3413,4412,Rocío Iborra,3
3414,4413,Agustín Cañas Solís,8
3415,4414,Lupe Somoza Tormo,7
3416,4415,Alicia Pavón Manzanares,2
3417,4416,Jose Carlos Herrera,1
3418,4417,Violeta Jordán Villalba,7
3419,4418,Jessica Barberá Izaguirre,6
3420,4419,Noelia Pol Bello,9
3421,4420,Mercedes Maribel Palomino López,9
3422,4421,Felipe Cuervo Sala,2
3423,4422,Juan Pablo Martín Pozo,3
3424,4423,Ana Sofía Cortés Amores,9
3425,4424,Calixta Ramis Ropero,3
3426,4425,Beatriz Hernandez Barreda,6
3427,4426,Estrella Infante Malo,7
3428,4427,Manu Daniela Bosch Gómez,3
3429,4428,Noelia Hurtado Pi,1
3430,4429,Eric Cáceres,7
3431,4430,Marco Saez Royo,4
3432,4431,Marcos Toro Vara,8
3433,4432,Melchor de Sáez,5
3434,4433,Paulino Paz Cuervo,9
3435,4434,Cecilia del Tena,4
3436,4435,Malena Mesa Coello,7
3437,4436,Ainara Bermúdez-Rocha,8
3438,4437,Fausto Montes Costa,3
3439,4438,Cosme Cardona Marqués,10
3440,4439,Xavier Sans Pozo,4
3441,4440,Apolinar del Mayoral,1
3442,4441,Godofredo Jordán Pelayo,10
3443,4442,Cipriano Torrents Díaz,3
3444,4443,Luciano Coronado Ribas,1
3445,4444,Matilde Conesa,3
3446,4445,Candelas Roura Jiménez,3
3447,4446,Nilda del Tejedor,5
3448,4447,Isaura Bustamante Pascual,5
3449,4448,Estela Guerrero Saura,4
3450,4449,Cayetano Teodoro Fonseca Vázquez,7
3451,4450,José Téllez,3
3452,4451,Guadalupe Cerezo-Valderrama,1
3453,4452,Noemí Pazos Exposito,7
3454,4453,María Ángeles Acedo Acosta,8
3455,4454,Fanny Hierro,2
3456,4455,Lope del Villaverde,2
3457,4456,Lorenza Gual Llano,4
3458,4457,Delia Infante Vidal,6
3459,4458,Pili del Lloret,4
3460,4459,Hector de Ariza,1
3461,4460,Petrona Pacheco-Campos,10
3462,4461,Nacho Ramiro Marco Villalobos,3
3463,4462,Saturnina Palomares Palomar,9
3464,4463,Jose Luis Ildefonso Roldan Camps,3
3465,4464,Luis Miguel Alfaro-Alvarez,6
3466,4465,Hilario Vázquez Jódar,10
3467,4466,Feliciano Simó Vilar,4
3468,4467,Jose Miguel Español Simó,1
3469,4468,Nadia de Pedrero,8
3470,4469,Nazaret Morell Lluch,4
3471,4470,Chelo Andres Seco,1
3472,4471,Ernesto Ballesteros Tomas,7
3473,4472,Edelmira Ámbar Armas Rosado,2
3474,4473,Lucila Blazquez Calderon,6
3475,4474,Victor Manuel de Pinilla,10
3476,4475,Marco Aragón Solé,6
3477,4476,Alma Gordillo-Olivé,1
3478,4477,Ester Cordero Serna,9
3479,4478,Pacífica Ros Vélez,1
3480,4479,Narcisa Donaire Amigó,10
3481,4480,Lalo Valbuena-Vara,1
3482,4481,Omar Plana-Morata,4
3483,4482,Pablo Anastasio Pla Pagès,1
3484,4483,Benjamín Villanueva Figueras,3
3485,4484,Jerónimo Alvarez Pinilla,7
3486,4485,Maura de Bou,6
3487,4486,Lourdes Salgado,6
3488,4487,Francisco Javier Aragón,6
3489,4488,Eugenio Quintero Pizarro,10
3490,4489,Ale Calvo Hierro,2
3491,4490,Bárbara Carnero Vendrell,2
3492,4491,Zacarías Nicolás Giralt,7
3493,4492,Ricardo Antonio Cózar Cordero,5
3494,4493,Narcisa Jerez,1
3495,4494,Marcial Castañeda Ramón,7
3496,4495,Marcela Celestina Rosa Peralta,4
3497,4496,Noelia Sánchez Rocamora,4
3498,4497,Jenny Julieta Alegria Torrijos,9
3499,4498,Martin Arenas Muñoz,4
3500,4499,Daniel Ciríaco Araujo Juárez,7
3501,4500,Flor Valdés Mora,7
3502,4501,Isa Querol Rojas,5
3503,4502,Aristides Heredia Coca,5
3504,4503,Cristóbal Belda-Ramón,6
3505,4504,Mirta de Heras,9
3506,4505,Azucena del Abascal,1
3507,4506,Alondra Solano-Elías,10
3508,4507,Felicia Crescencia Calderon Vall,8
3509,4508,Ema Pulido,5
3510,4509,Eusebia Sierra Vall,2
3511,4510,Nacho Rocamora Español,2
3512,4511,Gabino Amaya Becerra,8
3513,4512,Marc Nico Sanchez Garmendia,4
3514,4513,Elías de Zamorano,7
3515,4514,Reinaldo Costa,2
3516,4515,Nerea Florencia Esteban Clavero,4
3517,4516,Vanesa Aguilera Barceló,8
3518,4517,Anunciación Aguiló Machado,1
3519,4518,Pablo del Montalbán,5
3520,4519,Herberto Arsenio Murcia Roselló,2
3521,4520,Abraham Cardona,10
3522,4521,Jennifer Carreras Bonilla,7
3523,4522,Eugenio del Checa,6
3524,4523,Mauricio Cárdenas,5
3525,4524,Zoraida del Montserrat,7
3526,4525,Humberto Sáez Losada,4
3527,4526,Emigdio Alegria Pont,8
3528,4527,Marcio Báez Salas,2
3529,4528,Vasco Nogués Priego,7
3530,4529,Ricardo Botella Cifuentes,10
3531,4530,María Cristina Soledad Iglesia Salcedo,8
3532,4531,Heliodoro Múñiz Segura,10
3533,4532,Isidora Palacio Arteaga,8
3534,4533,Daniel de Villena,1
3535,4534,Bernabé Galiano Galvez,7
3536,4535,Jenny Soler Aparicio,8
3537,4536,Joaquín Eliseo Robledo Donoso,8
3538,4537,Ceferino Tolosa Noriega,9
3539,4538,Mohamed Menendez Ricart,9
3540,4539,Aránzazu Esteve Roig,1
3541,4540,Natividad Gomis Palacio,8
3542,4541,Cirino Tejada Mendoza,2
3543,4542,Delfina Sans Muñoz,9
3544,4543,Cleto Hoyos-Alberola,8
3545,4544,Guadalupe González Marcos,4
3546,4545,Azahar Calvet Cózar,1
3547,4546,Silvestre Asensio Boix,2
